city,state,period,pollutant,days
Charkhi Dadri,Haryana,FY2024-25,NO2,2
Charkhi Dadri,Haryana,FY2024-25,CO,6
Charkhi Dadri,Haryana,FY2025-26,PM2.5,151
Charkhi Dadri,Haryana,FY2025-26,PM10,15
Charkhi Dadri,Haryana,FY2025-26,CO,2
Charkhi Dadri,Haryana,FY2025-26,O3,4
Chennai,Tamil Nadu,FY2024-25,PM2.5,107
Chennai,Tamil Nadu,FY2024-25,PM10,141
Chennai,Tamil Nadu,FY2024-25,NO2,1
Chennai,Tamil Nadu,FY2024-25,CO,99
Chennai,Tamil Nadu,FY2024-25,O3,16
Chennai,Tamil Nadu,FY2025-26,PM2.5,101
Chennai,Tamil Nadu,FY2025-26,PM10,197
Chennai,Tamil Nadu,FY2025-26,SO2,1
Chennai,Tamil Nadu,FY2025-26,CO,41
Chennai,Tamil Nadu,FY2025-26,O3,25
Chhal,Chhattisgarh,FY2024-25,PM2.5,83
Chhal,Chhattisgarh,FY2024-25,PM10,104
Chhal,Chhattisgarh,FY2024-25,NO2,8
Chhal,Chhattisgarh,FY2024-25,CO,19
Chhal,Chhattisgarh,FY2024-25,O3,104
Chhal,Chhattisgarh,FY2025-26,PM2.5,26
Chhal,Chhattisgarh,FY2025-26,PM10,121
Chhal,Chhattisgarh,FY2025-26,NO2,2
Chhal,Chhattisgarh,FY2025-26,CO,23
Chhal,Chhattisgarh,FY2025-26,O3,115
Chhapra,Bihar,FY2024-25,PM2.5,118
Chhapra,Bihar,FY2024-25,PM10,116
Chhapra,Bihar,FY2024-25,SO2,23
Chhapra,Bihar,FY2024-25,CO,5
Chhapra,Bihar,FY2024-25,O3,5
Chhapra,Bihar,FY2025-26,PM2.5,41
Chhapra,Bihar,FY2025-26,PM10,135
Chhapra,Bihar,FY2025-26,NO2,91
Chhapra,Bihar,FY2025-26,SO2,1
Chhapra,Bihar,FY2025-26,O3,6
Chikkaballapur,Karnataka,FY2024-25,PM2.5,72
Chikkaballapur,Karnataka,FY2024-25,PM10,221
Chikkaballapur,Karnataka,FY2024-25,CO,3
Chikkaballapur,Karnataka,FY2024-25,O3,51
Chikkaballapur,Karnataka,FY2025-26,PM2.5,54
Chikkaballapur,Karnataka,FY2025-26,PM10,119
Chikkaballapur,Karnataka,FY2025-26,NO2,1
Chikkaballapur,Karnataka,FY2025-26,SO2,4
Chikkaballapur,Karnataka,FY2025-26,CO,2
Chikkaballapur,Karnataka,FY2025-26,O3,57
Chikkamagaluru,Karnataka,FY2024-25,PM2.5,11
Chikkamagaluru,Karnataka,FY2024-25,PM10,197
Chikkamagaluru,Karnataka,FY2024-25,NO2,9
Chikkamagaluru,Karnataka,FY2024-25,CO,21
Chikkamagaluru,Karnataka,FY2024-25,O3,55
Chikkamagaluru,Karnataka,FY2025-26,PM2.5,26
Chikkamagaluru,Karnataka,FY2025-26,PM10,204
Chikkamagaluru,Karnataka,FY2025-26,NO2,2
Chikkamagaluru,Karnataka,FY2025-26,CO,8
Chikkamagaluru,Karnataka,FY2025-26,O3,48
Chittoor,Andhra Pradesh,FY2024-25,PM2.5,143
Chittoor,Andhra Pradesh,FY2024-25,PM10,85
Chittoor,Andhra Pradesh,FY2024-25,CO,7
Chittoor,Andhra Pradesh,FY2024-25,O3,17
Chittoor,Andhra Pradesh,FY2025-26,PM2.5,318
Chittoor,Andhra Pradesh,FY2025-26,PM10,11
Chittoor,Andhra Pradesh,FY2025-26,CO,2
Chittoor,Andhra Pradesh,FY2025-26,O3,9
Chittorgarh,Rajasthan,FY2024-25,PM2.5,67
Chittorgarh,Rajasthan,FY2024-25,PM10,224
Chittorgarh,Rajasthan,FY2024-25,CO,1
Chittorgarh,Rajasthan,FY2024-25,O3,42
Chittorgarh,Rajasthan,FY2025-26,PM2.5,92
Chittorgarh,Rajasthan,FY2025-26,PM10,182
Chittorgarh,Rajasthan,FY2025-26,NO2,1
Chittorgarh,Rajasthan,FY2025-26,CO,10
Chittorgarh,Rajasthan,FY2025-26,O3,61
Churu,Rajasthan,FY2024-25,PM2.5,57
Churu,Rajasthan,FY2024-25,PM10,194
Churu,Rajasthan,FY2024-25,CO,3
Churu,Rajasthan,FY2024-25,O3,72
Churu,Rajasthan,FY2025-26,PM2.5,39
Churu,Rajasthan,FY2025-26,PM10,282
Churu,Rajasthan,FY2025-26,O3,41
Coimbatore,Tamil Nadu,FY2024-25,PM2.5,153
Coimbatore,Tamil Nadu,FY2024-25,PM10,101
Coimbatore,Tamil Nadu,FY2024-25,NO2,1
Coimbatore,Tamil Nadu,FY2024-25,SO2,42
Coimbatore,Tamil Nadu,FY2024-25,CO,5
Coimbatore,Tamil Nadu,FY2024-25,O3,8
Coimbatore,Tamil Nadu,FY2025-26,PM2.5,233
Coimbatore,Tamil Nadu,FY2025-26,PM10,84
Coimbatore,Tamil Nadu,FY2025-26,NO2,1
Coimbatore,Tamil Nadu,FY2025-26,SO2,3
Coimbatore,Tamil Nadu,FY2025-26,CO,27
Coimbatore,Tamil Nadu,FY2025-26,O3,8
Cuddalore,Tamil Nadu,FY2024-25,PM2.5,174
Cuddalore,Tamil Nadu,FY2024-25,PM10,112
Cuddalore,Tamil Nadu,FY2024-25,NO2,13
Cuddalore,Tamil Nadu,FY2024-25,SO2,2
Cuddalore,Tamil Nadu,FY2024-25,CO,1
Cuddalore,Tamil Nadu,FY2024-25,O3,1
Cuddalore,Tamil Nadu,FY2024-25,NH3,8
Cuddalore,Tamil Nadu,FY2025-26,PM2.5,185
Cuddalore,Tamil Nadu,FY2025-26,PM10,89
Cuddalore,Tamil Nadu,FY2025-26,SO2,4
Cuttack,Odisha,FY2024-25,PM2.5,60
Cuttack,Odisha,FY2024-25,PM10,159
Cuttack,Odisha,FY2024-25,CO,31
Cuttack,Odisha,FY2024-25,O3,86
Cuttack,Odisha,FY2025-26,PM2.5,85
Cuttack,Odisha,FY2025-26,PM10,117
Cuttack,Odisha,FY2025-26,CO,54
Cuttack,Odisha,FY2025-26,O3,94
Damoh,Madhya Pradesh,FY2024-25,PM2.5,40
Damoh,Madhya Pradesh,FY2024-25,PM10,122
Damoh,Madhya Pradesh,FY2024-25,SO2,78
Damoh,Madhya Pradesh,FY2025-26,PM2.5,36
Damoh,Madhya Pradesh,FY2025-26,PM10,194
Damoh,Madhya Pradesh,FY2025-26,SO2,35
Damoh,Madhya Pradesh,FY2025-26,CO,41
Dausa,Rajasthan,FY2024-25,PM2.5,40
Dausa,Rajasthan,FY2024-25,PM10,248
Dausa,Rajasthan,FY2024-25,NO2,10
Dausa,Rajasthan,FY2024-25,CO,10
Dausa,Rajasthan,FY2024-25,O3,41
Dausa,Rajasthan,FY2025-26,PM2.5,40
Dausa,Rajasthan,FY2025-26,PM10,243
Dausa,Rajasthan,FY2025-26,CO,16
Dausa,Rajasthan,FY2025-26,O3,52
Davanagere,Karnataka,FY2024-25,PM2.5,110
Davanagere,Karnataka,FY2024-25,PM10,131
Davanagere,Karnataka,FY2024-25,CO,20
Davanagere,Karnataka,FY2024-25,O3,34
Davanagere,Karnataka,FY2025-26,PM2.5,123
Davanagere,Karnataka,FY2025-26,PM10,70
Davanagere,Karnataka,FY2025-26,CO,25
Davanagere,Karnataka,FY2025-26,O3,39
Dehradun,Uttarakhand,FY2024-25,PM2.5,116
Dehradun,Uttarakhand,FY2024-25,PM10,133
Dehradun,Uttarakhand,FY2024-25,CO,33
Dehradun,Uttarakhand,FY2024-25,O3,66
Dehradun,Uttarakhand,FY2025-26,PM2.5,174
Dehradun,Uttarakhand,FY2025-26,PM10,74
Dehradun,Uttarakhand,FY2025-26,O3,82
Delhi,Delhi,FY2024-25,PM2.5,174
Delhi,Delhi,FY2024-25,PM10,133
Delhi,Delhi,FY2024-25,NO2,5
Delhi,Delhi,FY2024-25,CO,7
Delhi,Delhi,FY2024-25,O3,45
Delhi,Delhi,FY2025-26,PM2.5,143
Delhi,Delhi,FY2025-26,PM10,125
Delhi,Delhi,FY2025-26,NO2,7
Delhi,Delhi,FY2025-26,CO,9
Delhi,Delhi,FY2025-26,O3,81
Dewas,Madhya Pradesh,FY2024-25,PM2.5,83
Dewas,Madhya Pradesh,FY2024-25,PM10,200
Dewas,Madhya Pradesh,FY2024-25,NO2,29
Dewas,Madhya Pradesh,FY2024-25,SO2,15
Dewas,Madhya Pradesh,FY2024-25,O3,6
Dewas,Madhya Pradesh,FY2025-26,PM2.5,65
Dewas,Madhya Pradesh,FY2025-26,PM10,203
Dewas,Madhya Pradesh,FY2025-26,NO2,46
Dewas,Madhya Pradesh,FY2025-26,SO2,11
Dewas,Madhya Pradesh,FY2025-26,CO,2
Dewas,Madhya Pradesh,FY2025-26,O3,8
Dhanbad,Jharkhand,FY2024-25,PM2.5,12
Dhanbad,Jharkhand,FY2024-25,PM10,111
Dhanbad,Jharkhand,FY2024-25,NO2,44
Dhanbad,Jharkhand,FY2024-25,CO,61
Dhanbad,Jharkhand,FY2024-25,O3,1
Dhanbad,Jharkhand,FY2025-26,PM2.5,10
Dhanbad,Jharkhand,FY2025-26,PM10,159
Dhanbad,Jharkhand,FY2025-26,NO2,131
Dhanbad,Jharkhand,FY2025-26,SO2,1
Dhanbad,Jharkhand,FY2025-26,CO,7
Dhanbad,Jharkhand,FY2025-26,O3,2
Dharwad,Karnataka,FY2024-25,PM10,272
Dharwad,Karnataka,FY2024-25,SO2,2
Dharwad,Karnataka,FY2024-25,CO,44
Dharwad,Karnataka,FY2024-25,O3,4
Dharwad,Karnataka,FY2025-26,PM10,274
Dharwad,Karnataka,FY2025-26,CO,10
Dholpur,Rajasthan,FY2024-25,PM2.5,99
Dholpur,Rajasthan,FY2024-25,PM10,168
Dholpur,Rajasthan,FY2024-25,O3,48
Dholpur,Rajasthan,FY2025-26,PM2.5,109
Dholpur,Rajasthan,FY2025-26,PM10,191
Dholpur,Rajasthan,FY2025-26,CO,11
Dholpur,Rajasthan,FY2025-26,O3,18
Dhule,Maharashtra,FY2024-25,PM2.5,74
Dhule,Maharashtra,FY2024-25,PM10,246
Dhule,Maharashtra,FY2024-25,O3,9
Dhule,Maharashtra,FY2025-26,PM2.5,76
Dhule,Maharashtra,FY2025-26,PM10,230
Dhule,Maharashtra,FY2025-26,CO,1
Dhule,Maharashtra,FY2025-26,O3,18
Dungarpur,Rajasthan,FY2024-25,PM2.5,58
Dungarpur,Rajasthan,FY2024-25,PM10,193
Dungarpur,Rajasthan,FY2024-25,CO,12
Dungarpur,Rajasthan,FY2024-25,O3,64
Dungarpur,Rajasthan,FY2025-26,PM2.5,71
Dungarpur,Rajasthan,FY2025-26,PM10,230
Dungarpur,Rajasthan,FY2025-26,CO,7
Dungarpur,Rajasthan,FY2025-26,O3,49
Durgapur,West Bengal,FY2024-25,PM2.5,184
Durgapur,West Bengal,FY2024-25,PM10,157
Durgapur,West Bengal,FY2024-25,SO2,1
Durgapur,West Bengal,FY2024-25,CO,1
Durgapur,West Bengal,FY2024-25,O3,20
Durgapur,West Bengal,FY2025-26,PM2.5,78
Durgapur,West Bengal,FY2025-26,PM10,235
Durgapur,West Bengal,FY2025-26,SO2,6
Durgapur,West Bengal,FY2025-26,CO,21
Durgapur,West Bengal,FY2025-26,O3,25
Eloor,Kerala,FY2024-25,PM2.5,132
Eloor,Kerala,FY2024-25,PM10,2
Eloor,Kerala,FY2024-25,CO,125
Eloor,Kerala,FY2025-26,PM2.5,111
Eloor,Kerala,FY2025-26,PM10,21
Eloor,Kerala,FY2025-26,CO,133
Faridabad,Haryana,FY2024-25,PM2.5,200
Faridabad,Haryana,FY2024-25,PM10,151
Faridabad,Haryana,FY2024-25,NO2,2
Faridabad,Haryana,FY2024-25,CO,11
Faridabad,Haryana,FY2025-26,PM2.5,135
Faridabad,Haryana,FY2025-26,PM10,52
Firozabad,Uttar Pradesh,FY2024-25,PM2.5,98
Firozabad,Uttar Pradesh,FY2024-25,PM10,252
Firozabad,Uttar Pradesh,FY2024-25,SO2,2
Firozabad,Uttar Pradesh,FY2024-25,CO,2
Firozabad,Uttar Pradesh,FY2024-25,O3,1
Firozabad,Uttar Pradesh,FY2025-26,PM2.5,90
Firozabad,Uttar Pradesh,FY2025-26,PM10,245
Firozabad,Uttar Pradesh,FY2025-26,SO2,18
Firozabad,Uttar Pradesh,FY2025-26,O3,3
Gadag,Karnataka,FY2024-25,PM2.5,4
Gadag,Karnataka,FY2024-25,PM10,152
Gadag,Karnataka,FY2024-25,CO,92
Gadag,Karnataka,FY2024-25,O3,51
Gadag,Karnataka,FY2025-26,PM2.5,5
Gadag,Karnataka,FY2025-26,PM10,30
Gadag,Karnataka,FY2025-26,SO2,3
Gadag,Karnataka,FY2025-26,CO,25
Gadag,Karnataka,FY2025-26,O3,9
Gandhinagar,Gujarat,FY2024-25,PM2.5,89
Gandhinagar,Gujarat,FY2024-25,PM10,263
Gandhinagar,Gujarat,FY2024-25,NO2,2
Gandhinagar,Gujarat,FY2024-25,CO,3
Gandhinagar,Gujarat,FY2024-25,O3,2
Gandhinagar,Gujarat,FY2025-26,PM2.5,79
Gandhinagar,Gujarat,FY2025-26,PM10,262
Gandhinagar,Gujarat,FY2025-26,NO2,2
Gandhinagar,Gujarat,FY2025-26,CO,16
Gandhinagar,Gujarat,FY2025-26,O3,6
Gaya,Bihar,FY2024-25,PM2.5,173
Gaya,Bihar,FY2024-25,PM10,124
Gaya,Bihar,FY2024-25,NO2,2
Gaya,Bihar,FY2024-25,CO,16
Gaya,Bihar,FY2024-25,O3,45
Gaya,Bihar,FY2025-26,PM2.5,133
Gaya,Bihar,FY2025-26,PM10,208
Gaya,Bihar,FY2025-26,NO2,1
Gaya,Bihar,FY2025-26,CO,19
Gaya,Bihar,FY2025-26,O3,3
Ghaziabad,Uttar Pradesh,FY2024-25,PM2.5,172
Ghaziabad,Uttar Pradesh,FY2024-25,PM10,172
Ghaziabad,Uttar Pradesh,FY2024-25,NO2,8
Ghaziabad,Uttar Pradesh,FY2024-25,CO,6
Ghaziabad,Uttar Pradesh,FY2024-25,O3,6
Ghaziabad,Uttar Pradesh,FY2025-26,PM2.5,153
Ghaziabad,Uttar Pradesh,FY2025-26,PM10,182
Ghaziabad,Uttar Pradesh,FY2025-26,NO2,3
Ghaziabad,Uttar Pradesh,FY2025-26,CO,10
Ghaziabad,Uttar Pradesh,FY2025-26,O3,17
Gorakhpur,Uttar Pradesh,FY2024-25,PM2.5,124
Gorakhpur,Uttar Pradesh,FY2024-25,PM10,225
Gorakhpur,Uttar Pradesh,FY2025-26,PM2.5,83
Gorakhpur,Uttar Pradesh,FY2025-26,PM10,221
Gorakhpur,Uttar Pradesh,FY2025-26,SO2,19
Gorakhpur,Uttar Pradesh,FY2025-26,O3,13
Greater Noida,Uttar Pradesh,FY2024-25,PM2.5,89
Greater Noida,Uttar Pradesh,FY2024-25,PM10,250
Greater Noida,Uttar Pradesh,FY2024-25,CO,5
Greater Noida,Uttar Pradesh,FY2024-25,O3,20
Greater Noida,Uttar Pradesh,FY2025-26,PM2.5,112
Greater Noida,Uttar Pradesh,FY2025-26,PM10,236
Greater Noida,Uttar Pradesh,FY2025-26,NO2,1
Greater Noida,Uttar Pradesh,FY2025-26,CO,6
Greater Noida,Uttar Pradesh,FY2025-26,O3,9
Gummidipoondi,Tamil Nadu,FY2024-25,PM2.5,202
Gummidipoondi,Tamil Nadu,FY2024-25,PM10,152
Gummidipoondi,Tamil Nadu,FY2024-25,NO2,1
Gummidipoondi,Tamil Nadu,FY2025-26,PM2.5,217
Gummidipoondi,Tamil Nadu,FY2025-26,PM10,136
Gurugram,Haryana,FY2024-25,PM2.5,225
Gurugram,Haryana,FY2024-25,PM10,96
Gurugram,Haryana,FY2024-25,CO,37
Gurugram,Haryana,FY2024-25,O3,5
Gurugram,Haryana,FY2025-26,PM2.5,173
Gurugram,Haryana,FY2025-26,PM10,115
Gurugram,Haryana,FY2025-26,NO2,2
Gurugram,Haryana,FY2025-26,CO,8
Gurugram,Haryana,FY2025-26,O3,37
Guwahati,Assam,FY2024-25,PM2.5,212
Guwahati,Assam,FY2024-25,PM10,117
Guwahati,Assam,FY2024-25,SO2,20
Guwahati,Assam,FY2024-25,CO,11
Guwahati,Assam,FY2024-25,O3,4
Guwahati,Assam,FY2025-26,PM2.5,147
Guwahati,Assam,FY2025-26,PM10,131
Guwahati,Assam,FY2025-26,SO2,54
Guwahati,Assam,FY2025-26,CO,15
Guwahati,Assam,FY2025-26,O3,18
Gwalior,Madhya Pradesh,FY2024-25,PM2.5,121
Gwalior,Madhya Pradesh,FY2024-25,PM10,151
Gwalior,Madhya Pradesh,FY2024-25,NO2,1
Gwalior,Madhya Pradesh,FY2024-25,SO2,2
Gwalior,Madhya Pradesh,FY2024-25,CO,27
Gwalior,Madhya Pradesh,FY2024-25,O3,62
Gwalior,Madhya Pradesh,FY2025-26,PM2.5,134
Gwalior,Madhya Pradesh,FY2025-26,PM10,148
Gwalior,Madhya Pradesh,FY2025-26,NO2,3
Gwalior,Madhya Pradesh,FY2025-26,CO,17
Gwalior,Madhya Pradesh,FY2025-26,O3,63
Hajipur,Bihar,FY2024-25,PM2.5,214
Hajipur,Bihar,FY2024-25,PM10,103
Hajipur,Bihar,FY2024-25,O3,31
Hajipur,Bihar,FY2025-26,PM2.5,233
Hajipur,Bihar,FY2025-26,PM10,9
Hajipur,Bihar,FY2025-26,CO,4
Hajipur,Bihar,FY2025-26,O3,82
Haldia,West Bengal,FY2024-25,PM2.5,107
Haldia,West Bengal,FY2024-25,PM10,202
Haldia,West Bengal,FY2024-25,CO,29
Haldia,West Bengal,FY2024-25,O3,20
Haldia,West Bengal,FY2025-26,PM2.5,133
Haldia,West Bengal,FY2025-26,PM10,179
Haldia,West Bengal,FY2025-26,NO2,1
Haldia,West Bengal,FY2025-26,CO,21
Haldia,West Bengal,FY2025-26,O3,29
Hanumangarh,Rajasthan,FY2024-25,PM2.5,100
Hanumangarh,Rajasthan,FY2024-25,PM10,207
Hanumangarh,Rajasthan,FY2024-25,CO,4
Hanumangarh,Rajasthan,FY2024-25,O3,2
Hanumangarh,Rajasthan,FY2025-26,PM2.5,52
Hanumangarh,Rajasthan,FY2025-26,PM10,250
Hanumangarh,Rajasthan,FY2025-26,NO2,24
Hanumangarh,Rajasthan,FY2025-26,CO,5
Hanumangarh,Rajasthan,FY2025-26,O3,13
Hapur,Uttar Pradesh,FY2024-25,PM2.5,143
Hapur,Uttar Pradesh,FY2024-25,PM10,137
Hapur,Uttar Pradesh,FY2024-25,NO2,3
Hapur,Uttar Pradesh,FY2024-25,CO,42
Hapur,Uttar Pradesh,FY2024-25,O3,23
Hapur,Uttar Pradesh,FY2025-26,PM2.5,165
Hapur,Uttar Pradesh,FY2025-26,PM10,116
Hapur,Uttar Pradesh,FY2025-26,NO2,15
Hapur,Uttar Pradesh,FY2025-26,SO2,1
Hapur,Uttar Pradesh,FY2025-26,CO,39
Hapur,Uttar Pradesh,FY2025-26,O3,13
Howrah,West Bengal,FY2024-25,PM2.5,151
Howrah,West Bengal,FY2024-25,PM10,182
Howrah,West Bengal,FY2024-25,NO2,12
Howrah,West Bengal,FY2024-25,CO,4
Howrah,West Bengal,FY2024-25,O3,15
Howrah,West Bengal,FY2025-26,PM2.5,114
Howrah,West Bengal,FY2025-26,PM10,139
Howrah,West Bengal,FY2025-26,NO2,18
Howrah,West Bengal,FY2025-26,SO2,1
Howrah,West Bengal,FY2025-26,CO,44
Howrah,West Bengal,FY2025-26,O3,49
Hubballi,Karnataka,FY2024-25,PM2.5,56
Hubballi,Karnataka,FY2024-25,PM10,254
Hubballi,Karnataka,FY2024-25,NO2,8
Hubballi,Karnataka,FY2024-25,CO,18
Hubballi,Karnataka,FY2024-25,O3,10
Hubballi,Karnataka,FY2025-26,PM10,342
Hubballi,Karnataka,FY2025-26,NO2,5
Hubballi,Karnataka,FY2025-26,CO,2
Hubballi,Karnataka,FY2025-26,NH3,1
Hyderabad,Telangana,FY2024-25,PM2.5,104
Hyderabad,Telangana,FY2024-25,PM10,237
Hyderabad,Telangana,FY2024-25,NO2,5
Hyderabad,Telangana,FY2024-25,CO,11
Hyderabad,Telangana,FY2024-25,O3,7
Hyderabad,Telangana,FY2025-26,PM2.5,116
Hyderabad,Telangana,FY2025-26,PM10,228
Hyderabad,Telangana,FY2025-26,NO2,3
Hyderabad,Telangana,FY2025-26,CO,6
Hyderabad,Telangana,FY2025-26,O3,12
Imphal,Manipur,FY2024-25,PM2.5,18
Imphal,Manipur,FY2024-25,SO2,249
Imphal,Manipur,FY2025-26,PM10,1
Imphal,Manipur,FY2025-26,SO2,79
Indore,Madhya Pradesh,FY2024-25,PM2.5,123
Indore,Madhya Pradesh,FY2024-25,PM10,155
Indore,Madhya Pradesh,FY2024-25,NO2,14
Indore,Madhya Pradesh,FY2024-25,SO2,46
Indore,Madhya Pradesh,FY2024-25,CO,19
Indore,Madhya Pradesh,FY2024-25,O3,7
Indore,Madhya Pradesh,FY2025-26,PM2.5,118
Indore,Madhya Pradesh,FY2025-26,PM10,164
Indore,Madhya Pradesh,FY2025-26,NO2,44
Indore,Madhya Pradesh,FY2025-26,SO2,37
Indore,Madhya Pradesh,FY2025-26,O3,2
Jabalpur,Madhya Pradesh,FY2024-25,PM2.5,101
Jabalpur,Madhya Pradesh,FY2024-25,PM10,122
Jabalpur,Madhya Pradesh,FY2024-25,NO2,4
Jabalpur,Madhya Pradesh,FY2024-25,CO,36
Jabalpur,Madhya Pradesh,FY2024-25,O3,100
Jabalpur,Madhya Pradesh,FY2025-26,PM2.5,85
Jabalpur,Madhya Pradesh,FY2025-26,PM10,141
Jabalpur,Madhya Pradesh,FY2025-26,NO2,18
Jabalpur,Madhya Pradesh,FY2025-26,SO2,4
Jabalpur,Madhya Pradesh,FY2025-26,CO,20
Jabalpur,Madhya Pradesh,FY2025-26,O3,97
Jaipur,Rajasthan,FY2024-25,PM2.5,97
Jaipur,Rajasthan,FY2024-25,PM10,175
Jaipur,Rajasthan,FY2024-25,NO2,6
Jaipur,Rajasthan,FY2024-25,SO2,1
Jaipur,Rajasthan,FY2024-25,CO,19
Jaipur,Rajasthan,FY2024-25,O3,66
Jaipur,Rajasthan,FY2025-26,PM2.5,113
Jaipur,Rajasthan,FY2025-26,PM10,133
Jaipur,Rajasthan,FY2025-26,NO2,55
Jaipur,Rajasthan,FY2025-26,CO,13
Jaipur,Rajasthan,FY2025-26,O3,51
Jaisalmer,Rajasthan,FY2024-25,PM2.5,41
Jaisalmer,Rajasthan,FY2024-25,PM10,282
Jaisalmer,Rajasthan,FY2024-25,CO,1
Jaisalmer,Rajasthan,FY2024-25,O3,33
Jaisalmer,Rajasthan,FY2025-26,PM2.5,44
Jaisalmer,Rajasthan,FY2025-26,PM10,287
Jaisalmer,Rajasthan,FY2025-26,CO,5
Jaisalmer,Rajasthan,FY2025-26,O3,29
Jalandhar,Punjab,FY2024-25,PM2.5,76
Jalandhar,Punjab,FY2024-25,PM10,270
Jalandhar,Punjab,FY2024-25,CO,3
Jalandhar,Punjab,FY2024-25,O3,10
Jalandhar,Punjab,FY2025-26,PM2.5,77
Jalandhar,Punjab,FY2025-26,PM10,256
Jalandhar,Punjab,FY2025-26,CO,9
Jalandhar,Punjab,FY2025-26,O3,20
Jalgaon,Maharashtra,FY2024-25,PM2.5,82
Jalgaon,Maharashtra,FY2024-25,PM10,246
Jalgaon,Maharashtra,FY2024-25,CO,2
Jalgaon,Maharashtra,FY2024-25,O3,22
Jalgaon,Maharashtra,FY2025-26,PM2.5,107
Jalgaon,Maharashtra,FY2025-26,PM10,216
Jalgaon,Maharashtra,FY2025-26,CO,1
Jalgaon,Maharashtra,FY2025-26,O3,25
Jalna,Maharashtra,FY2024-25,PM2.5,141
Jalna,Maharashtra,FY2024-25,PM10,142
Jalna,Maharashtra,FY2024-25,NO2,4
Jalna,Maharashtra,FY2024-25,O3,19
Jalna,Maharashtra,FY2025-26,PM2.5,55
Jalna,Maharashtra,FY2025-26,PM10,164
Jalna,Maharashtra,FY2025-26,NO2,27
Jalna,Maharashtra,FY2025-26,O3,36
Jalore,Rajasthan,FY2024-25,PM2.5,41
Jalore,Rajasthan,FY2024-25,PM10,280
Jalore,Rajasthan,FY2024-25,O3,27
Jalore,Rajasthan,FY2025-26,PM2.5,39
Jalore,Rajasthan,FY2025-26,PM10,296
Jalore,Rajasthan,FY2025-26,O3,23
Jhalawar,Rajasthan,FY2024-25,PM2.5,90
Jhalawar,Rajasthan,FY2024-25,PM10,206
Jhalawar,Rajasthan,FY2024-25,NO2,2
Jhalawar,Rajasthan,FY2024-25,CO,7
Jhalawar,Rajasthan,FY2024-25,O3,49
Jhalawar,Rajasthan,FY2025-26,PM2.5,101
Jhalawar,Rajasthan,FY2025-26,PM10,112
Jhalawar,Rajasthan,FY2025-26,NO2,40
Jhalawar,Rajasthan,FY2025-26,CO,9
Jhalawar,Rajasthan,FY2025-26,O3,99
Jhansi,Uttar Pradesh,FY2024-25,PM2.5,81
Jhansi,Uttar Pradesh,FY2024-25,PM10,205
Jhansi,Uttar Pradesh,FY2024-25,SO2,23
Jhansi,Uttar Pradesh,FY2024-25,O3,19
Jhansi,Uttar Pradesh,FY2025-26,PM2.5,63
Jhansi,Uttar Pradesh,FY2025-26,PM10,272
Jhansi,Uttar Pradesh,FY2025-26,SO2,18
Jhansi,Uttar Pradesh,FY2025-26,CO,2
Jhansi,Uttar Pradesh,FY2025-26,O3,1
Jhunjhunu,Rajasthan,FY2024-25,PM2.5,86
Jhunjhunu,Rajasthan,FY2024-25,PM10,219
Jhunjhunu,Rajasthan,FY2024-25,CO,13
Jhunjhunu,Rajasthan,FY2024-25,O3,39
Jhunjhunu,Rajasthan,FY2025-26,PM2.5,26
Jhunjhunu,Rajasthan,FY2025-26,PM10,257
Jhunjhunu,Rajasthan,FY2025-26,CO,6
Jhunjhunu,Rajasthan,FY2025-26,O3,71
Jodhpur,Rajasthan,FY2024-25,PM2.5,62
Jodhpur,Rajasthan,FY2024-25,PM10,262
Jodhpur,Rajasthan,FY2024-25,NO2,3
Jodhpur,Rajasthan,FY2024-25,CO,2
Jodhpur,Rajasthan,FY2024-25,O3,35
Jodhpur,Rajasthan,FY2025-26,PM2.5,57
Jodhpur,Rajasthan,FY2025-26,PM10,243
Jodhpur,Rajasthan,FY2025-26,CO,2
Jodhpur,Rajasthan,FY2025-26,O3,63
Kadapa,Andhra Pradesh,FY2024-25,PM2.5,53
Kadapa,Andhra Pradesh,FY2024-25,PM10,105
Kadapa,Andhra Pradesh,FY2024-25,CO,26
Kadapa,Andhra Pradesh,FY2024-25,O3,52
Kadapa,Andhra Pradesh,FY2025-26,PM2.5,217
Kadapa,Andhra Pradesh,FY2025-26,PM10,88
Kadapa,Andhra Pradesh,FY2025-26,CO,2
Kadapa,Andhra Pradesh,FY2025-26,O3,7
Kalaburagi,Karnataka,FY2024-25,PM2.5,28
Kalaburagi,Karnataka,FY2024-25,PM10,162
Kalaburagi,Karnataka,FY2024-25,NO2,1
Kalaburagi,Karnataka,FY2024-25,SO2,16
Kalaburagi,Karnataka,FY2024-25,CO,133
Kalaburagi,Karnataka,FY2024-25,O3,14
Kalaburagi,Karnataka,FY2025-26,PM10,261
Kalaburagi,Karnataka,FY2025-26,SO2,28
Kalaburagi,Karnataka,FY2025-26,CO,65
Kalaburagi,Karnataka,FY2025-26,O3,6
Kalyan,Maharashtra,FY2024-25,PM2.5,19
Kalyan,Maharashtra,FY2024-25,PM10,325
Kalyan,Maharashtra,FY2024-25,NO2,4
Kalyan,Maharashtra,FY2024-25,CO,1
Kalyan,Maharashtra,FY2024-25,O3,9
Kalyan,Maharashtra,FY2025-26,PM2.5,47
Kalyan,Maharashtra,FY2025-26,PM10,260
Kalyan,Maharashtra,FY2025-26,CO,30
