city,state,period,pollutant,mean,days_with_data
Gurugram,Haryana,FY2025-26,NO2,20.3,335
Gurugram,Haryana,FY2025-26,O3,61.3,335
Gurugram,Haryana,FY2025-26,PM10,171.4,335
Gurugram,Haryana,FY2025-26,PM2.5,89.992,335
Guwahati,Assam,FY2024-25,CO,1.0,364
Guwahati,Assam,FY2024-25,NO2,6.4,364
Guwahati,Assam,FY2024-25,O3,19.7,364
Guwahati,Assam,FY2024-25,PM10,103.5,364
Guwahati,Assam,FY2024-25,PM2.5,56.622,364
Guwahati,Assam,FY2025-26,CO,0.9,365
Guwahati,Assam,FY2025-26,NO2,6.2,365
Guwahati,Assam,FY2025-26,O3,24.9,365
Guwahati,Assam,FY2025-26,PM10,76.1,365
Guwahati,Assam,FY2025-26,PM2.5,41.068,365
Gwalior,Madhya Pradesh,FY2024-25,CO,1.4,364
Gwalior,Madhya Pradesh,FY2024-25,NO2,19.0,364
Gwalior,Madhya Pradesh,FY2024-25,O3,75.3,364
Gwalior,Madhya Pradesh,FY2024-25,PM10,125.8,364
Gwalior,Madhya Pradesh,FY2024-25,PM2.5,53.956,364
Gwalior,Madhya Pradesh,FY2025-26,CO,1.5,365
Gwalior,Madhya Pradesh,FY2025-26,NO2,23.7,365
Gwalior,Madhya Pradesh,FY2025-26,O3,73.2,365
Gwalior,Madhya Pradesh,FY2025-26,PM10,117.5,365
Gwalior,Madhya Pradesh,FY2025-26,PM2.5,54.573,365
Hajipur,Bihar,FY2024-25,CO,1.0,348
Hajipur,Bihar,FY2024-25,NO2,22.9,348
Hajipur,Bihar,FY2024-25,O3,71.1,348
Hajipur,Bihar,FY2024-25,PM10,170.3,348
Hajipur,Bihar,FY2024-25,PM2.5,85.297,348
Hajipur,Bihar,FY2025-26,CO,0.9,328
Hajipur,Bihar,FY2025-26,NO2,20.3,328
Hajipur,Bihar,FY2025-26,O3,83.9,328
Hajipur,Bihar,FY2025-26,PM10,96.3,328
Hajipur,Bihar,FY2025-26,PM2.5,63.102,328
Haldia,West Bengal,FY2024-25,CO,1.1,358
Haldia,West Bengal,FY2024-25,NO2,17.2,358
Haldia,West Bengal,FY2024-25,O3,31.5,358
Haldia,West Bengal,FY2024-25,PM10,83.9,358
Haldia,West Bengal,FY2024-25,PM2.5,41.287,358
Haldia,West Bengal,FY2025-26,CO,0.9,363
Haldia,West Bengal,FY2025-26,NO2,14.3,363
Haldia,West Bengal,FY2025-26,O3,32.1,363
Haldia,West Bengal,FY2025-26,PM10,80.5,363
Haldia,West Bengal,FY2025-26,PM2.5,42.014,363
Hanumangarh,Rajasthan,FY2024-25,CO,1.3,313
Hanumangarh,Rajasthan,FY2024-25,NO2,23.0,313
Hanumangarh,Rajasthan,FY2024-25,O3,47.3,313
Hanumangarh,Rajasthan,FY2024-25,PM10,150.9,313
Hanumangarh,Rajasthan,FY2024-25,PM2.5,60.713,313
Hanumangarh,Rajasthan,FY2025-26,CO,1.2,344
Hanumangarh,Rajasthan,FY2025-26,NO2,25.9,344
Hanumangarh,Rajasthan,FY2025-26,O3,55.6,344
Hanumangarh,Rajasthan,FY2025-26,PM10,129.3,344
Hanumangarh,Rajasthan,FY2025-26,PM2.5,44.852,344
Hapur,Uttar Pradesh,FY2024-25,CO,1.2,348
Hapur,Uttar Pradesh,FY2024-25,NO2,34.9,348
Hapur,Uttar Pradesh,FY2024-25,O3,52.0,348
Hapur,Uttar Pradesh,FY2024-25,PM10,119.0,348
Hapur,Uttar Pradesh,FY2024-25,PM2.5,59.421,348
Hapur,Uttar Pradesh,FY2025-26,CO,1.5,349
Hapur,Uttar Pradesh,FY2025-26,NO2,29.9,349
Hapur,Uttar Pradesh,FY2025-26,O3,44.3,349
Hapur,Uttar Pradesh,FY2025-26,PM10,123.2,349
Hapur,Uttar Pradesh,FY2025-26,PM2.5,72.956,349
Howrah,West Bengal,FY2024-25,CO,0.9,364
Howrah,West Bengal,FY2024-25,NO2,24.1,364
Howrah,West Bengal,FY2024-25,O3,43.0,364
Howrah,West Bengal,FY2024-25,PM10,112.4,364
Howrah,West Bengal,FY2024-25,PM2.5,57.715,364
Howrah,West Bengal,FY2025-26,CO,1.2,365
Howrah,West Bengal,FY2025-26,NO2,25.7,365
Howrah,West Bengal,FY2025-26,O3,43.2,365
Howrah,West Bengal,FY2025-26,PM10,98.4,365
Howrah,West Bengal,FY2025-26,PM2.5,48.573,365
Hubballi,Karnataka,FY2024-25,CO,0.6,346
Hubballi,Karnataka,FY2024-25,NO2,13.3,346
Hubballi,Karnataka,FY2024-25,O3,23.5,346
Hubballi,Karnataka,FY2024-25,PM10,53.7,346
Hubballi,Karnataka,FY2024-25,PM2.5,25.528,346
Hubballi,Karnataka,FY2025-26,CO,0.3,350
Hubballi,Karnataka,FY2025-26,NO2,8.3,350
Hubballi,Karnataka,FY2025-26,O3,18.8,350
Hubballi,Karnataka,FY2025-26,PM10,49.4,350
Hubballi,Karnataka,FY2025-26,PM2.5,21.803,350
Hyderabad,Telangana,FY2024-25,CO,1.0,364
Hyderabad,Telangana,FY2024-25,NO2,19.0,364
Hyderabad,Telangana,FY2024-25,O3,33.6,364
Hyderabad,Telangana,FY2024-25,PM10,79.8,364
Hyderabad,Telangana,FY2024-25,PM2.5,33.822,364
Hyderabad,Telangana,FY2025-26,CO,1.0,365
Hyderabad,Telangana,FY2025-26,NO2,16.0,365
Hyderabad,Telangana,FY2025-26,O3,32.8,365
Hyderabad,Telangana,FY2025-26,PM10,79.6,365
Hyderabad,Telangana,FY2025-26,PM2.5,34.997,365
Imphal,Manipur,FY2024-25,CO,0.3,267
Imphal,Manipur,FY2024-25,NO2,7.2,267
Imphal,Manipur,FY2024-25,O3,16.3,267
Imphal,Manipur,FY2024-25,PM10,37.3,267
Imphal,Manipur,FY2024-25,PM2.5,35.141,267
Imphal,Manipur,FY2025-26,CO,0.2,80
Imphal,Manipur,FY2025-26,NO2,7.0,80
Imphal,Manipur,FY2025-26,O3,15.3,80
Imphal,Manipur,FY2025-26,PM10,38.4,80
Imphal,Manipur,FY2025-26,PM2.5,8.817,80
Indore,Madhya Pradesh,FY2024-25,CO,1.0,364
Indore,Madhya Pradesh,FY2024-25,NO2,26.3,364
Indore,Madhya Pradesh,FY2024-25,O3,27.4,364
Indore,Madhya Pradesh,FY2024-25,PM10,80.6,364
Indore,Madhya Pradesh,FY2024-25,PM2.5,35.63,364
Indore,Madhya Pradesh,FY2025-26,CO,0.8,365
Indore,Madhya Pradesh,FY2025-26,NO2,28.6,365
Indore,Madhya Pradesh,FY2025-26,O3,21.6,365
Indore,Madhya Pradesh,FY2025-26,PM10,70.0,365
Indore,Madhya Pradesh,FY2025-26,PM2.5,37.375,365
Jabalpur,Madhya Pradesh,FY2024-25,CO,1.4,363
Jabalpur,Madhya Pradesh,FY2024-25,NO2,25.3,363
Jabalpur,Madhya Pradesh,FY2024-25,O3,67.4,363
Jabalpur,Madhya Pradesh,FY2024-25,PM10,75.5,363
Jabalpur,Madhya Pradesh,FY2024-25,PM2.5,36.249,363
Jabalpur,Madhya Pradesh,FY2025-26,CO,1.4,365
Jabalpur,Madhya Pradesh,FY2025-26,NO2,26.8,365
Jabalpur,Madhya Pradesh,FY2025-26,O3,57.0,365
Jabalpur,Madhya Pradesh,FY2025-26,PM10,76.5,365
Jabalpur,Madhya Pradesh,FY2025-26,PM2.5,36.378,365
Jaipur,Rajasthan,FY2024-25,CO,1.3,364
Jaipur,Rajasthan,FY2024-25,NO2,36.9,364
Jaipur,Rajasthan,FY2024-25,O3,72.8,364
Jaipur,Rajasthan,FY2024-25,PM10,123.4,364
Jaipur,Rajasthan,FY2024-25,PM2.5,53.118,364
Jaipur,Rajasthan,FY2025-26,CO,1.4,365
Jaipur,Rajasthan,FY2025-26,NO2,43.4,365
Jaipur,Rajasthan,FY2025-26,O3,65.5,365
Jaipur,Rajasthan,FY2025-26,PM10,120.6,365
Jaipur,Rajasthan,FY2025-26,PM2.5,54.359,365
Jaisalmer,Rajasthan,FY2024-25,CO,0.8,357
Jaisalmer,Rajasthan,FY2024-25,NO2,22.1,357
Jaisalmer,Rajasthan,FY2024-25,O3,78.4,357
Jaisalmer,Rajasthan,FY2024-25,PM10,122.9,357
Jaisalmer,Rajasthan,FY2024-25,PM2.5,37.555,357
Jaisalmer,Rajasthan,FY2025-26,CO,0.8,365
Jaisalmer,Rajasthan,FY2025-26,NO2,16.1,365
Jaisalmer,Rajasthan,FY2025-26,O3,73.1,365
Jaisalmer,Rajasthan,FY2025-26,PM10,124.5,365
Jaisalmer,Rajasthan,FY2025-26,PM2.5,38.479,365
Jalandhar,Punjab,FY2024-25,CO,1.1,359
Jalandhar,Punjab,FY2024-25,NO2,24.8,359
Jalandhar,Punjab,FY2024-25,O3,52.3,359
Jalandhar,Punjab,FY2024-25,PM10,102.6,359
Jalandhar,Punjab,FY2024-25,PM2.5,44.932,359
Jalandhar,Punjab,FY2025-26,CO,1.0,362
Jalandhar,Punjab,FY2025-26,NO2,25.8,362
Jalandhar,Punjab,FY2025-26,O3,53.8,362
Jalandhar,Punjab,FY2025-26,PM10,100.9,362
Jalandhar,Punjab,FY2025-26,PM2.5,46.879,362
Jalgaon,Maharashtra,FY2024-25,CO,0.8,352
Jalgaon,Maharashtra,FY2024-25,NO2,21.2,352
Jalgaon,Maharashtra,FY2024-25,O3,65.0,352
Jalgaon,Maharashtra,FY2024-25,PM10,110.2,352
Jalgaon,Maharashtra,FY2024-25,PM2.5,48.06,352
Jalgaon,Maharashtra,FY2025-26,CO,0.7,349
Jalgaon,Maharashtra,FY2025-26,NO2,9.7,349
Jalgaon,Maharashtra,FY2025-26,O3,58.7,349
Jalgaon,Maharashtra,FY2025-26,PM10,86.1,349
Jalgaon,Maharashtra,FY2025-26,PM2.5,42.753,349
Jalna,Maharashtra,FY2024-25,CO,0.4,306
Jalna,Maharashtra,FY2024-25,NO2,18.1,306
Jalna,Maharashtra,FY2024-25,O3,48.8,306
Jalna,Maharashtra,FY2024-25,PM10,97.2,306
Jalna,Maharashtra,FY2024-25,PM2.5,49.778,306
Jalna,Maharashtra,FY2025-26,CO,0.4,282
Jalna,Maharashtra,FY2025-26,NO2,26.7,282
Jalna,Maharashtra,FY2025-26,O3,51.1,282
Jalna,Maharashtra,FY2025-26,PM10,79.0,282
Jalna,Maharashtra,FY2025-26,PM2.5,38.075,282
Jalore,Rajasthan,FY2024-25,CO,0.7,348
Jalore,Rajasthan,FY2024-25,NO2,23.2,348
Jalore,Rajasthan,FY2024-25,O3,75.5,348
Jalore,Rajasthan,FY2024-25,PM10,119.3,348
Jalore,Rajasthan,FY2024-25,PM2.5,39.729,348
Jalore,Rajasthan,FY2025-26,CO,1.0,358
Jalore,Rajasthan,FY2025-26,NO2,23.7,358
Jalore,Rajasthan,FY2025-26,O3,71.4,358
Jalore,Rajasthan,FY2025-26,PM10,121.2,358
Jalore,Rajasthan,FY2025-26,PM2.5,38.775,358
Jhalawar,Rajasthan,FY2024-25,CO,1.2,354
Jhalawar,Rajasthan,FY2024-25,NO2,21.9,354
Jhalawar,Rajasthan,FY2024-25,O3,72.7,354
Jhalawar,Rajasthan,FY2024-25,PM10,94.2,354
Jhalawar,Rajasthan,FY2024-25,PM2.5,40.249,354
Jhalawar,Rajasthan,FY2025-26,CO,1.3,361
Jhalawar,Rajasthan,FY2025-26,NO2,39.3,361
Jhalawar,Rajasthan,FY2025-26,O3,83.0,361
Jhalawar,Rajasthan,FY2025-26,PM10,85.6,361
Jhalawar,Rajasthan,FY2025-26,PM2.5,42.553,361
Jhansi,Uttar Pradesh,FY2024-25,CO,0.6,328
Jhansi,Uttar Pradesh,FY2024-25,NO2,8.4,328
Jhansi,Uttar Pradesh,FY2024-25,O3,22.4,328
Jhansi,Uttar Pradesh,FY2024-25,PM10,65.6,328
Jhansi,Uttar Pradesh,FY2024-25,PM2.5,33.289,328
Jhansi,Uttar Pradesh,FY2025-26,CO,0.5,356
Jhansi,Uttar Pradesh,FY2025-26,NO2,5.0,356
Jhansi,Uttar Pradesh,FY2025-26,O3,13.7,356
Jhansi,Uttar Pradesh,FY2025-26,PM10,71.6,356
Jhansi,Uttar Pradesh,FY2025-26,PM2.5,34.121,356
Jhunjhunu,Rajasthan,FY2024-25,CO,1.0,357
Jhunjhunu,Rajasthan,FY2024-25,NO2,23.0,357
Jhunjhunu,Rajasthan,FY2024-25,O3,82.2,357
Jhunjhunu,Rajasthan,FY2024-25,PM10,135.7,357
Jhunjhunu,Rajasthan,FY2024-25,PM2.5,52.529,357
Jhunjhunu,Rajasthan,FY2025-26,CO,0.9,360
Jhunjhunu,Rajasthan,FY2025-26,NO2,22.9,360
Jhunjhunu,Rajasthan,FY2025-26,O3,86.9,360
Jhunjhunu,Rajasthan,FY2025-26,PM10,132.4,360
Jhunjhunu,Rajasthan,FY2025-26,PM2.5,41.485,360
Jodhpur,Rajasthan,FY2024-25,CO,1.0,364
Jodhpur,Rajasthan,FY2024-25,NO2,22.2,364
Jodhpur,Rajasthan,FY2024-25,O3,73.1,364
Jodhpur,Rajasthan,FY2024-25,PM10,118.8,364
Jodhpur,Rajasthan,FY2024-25,PM2.5,40.49,364
Jodhpur,Rajasthan,FY2025-26,CO,0.9,365
Jodhpur,Rajasthan,FY2025-26,NO2,17.4,365
Jodhpur,Rajasthan,FY2025-26,O3,68.9,365
Jodhpur,Rajasthan,FY2025-26,PM10,101.6,365
Jodhpur,Rajasthan,FY2025-26,PM2.5,38.293,365
Kadapa,Andhra Pradesh,FY2024-25,CO,0.6,236
Kadapa,Andhra Pradesh,FY2024-25,NO2,8.4,236
Kadapa,Andhra Pradesh,FY2024-25,O3,40.7,236
Kadapa,Andhra Pradesh,FY2024-25,PM10,60.1,236
Kadapa,Andhra Pradesh,FY2024-25,PM2.5,37.463,236
Kadapa,Andhra Pradesh,FY2025-26,CO,0.7,314
Kadapa,Andhra Pradesh,FY2025-26,NO2,14.4,314
Kadapa,Andhra Pradesh,FY2025-26,O3,30.1,314
Kadapa,Andhra Pradesh,FY2025-26,PM10,70.1,314
Kadapa,Andhra Pradesh,FY2025-26,PM2.5,42.24,314
Kalaburagi,Karnataka,FY2024-25,CO,0.9,354
Kalaburagi,Karnataka,FY2024-25,NO2,9.6,354
Kalaburagi,Karnataka,FY2024-25,O3,29.8,354
Kalaburagi,Karnataka,FY2024-25,PM10,54.7,354
Kalaburagi,Karnataka,FY2024-25,PM2.5,20.937,354
Kalaburagi,Karnataka,FY2025-26,CO,1.0,360
Kalaburagi,Karnataka,FY2025-26,NO2,11.0,360
Kalaburagi,Karnataka,FY2025-26,O3,22.8,360
Kalaburagi,Karnataka,FY2025-26,PM10,49.1,360
Kalaburagi,Karnataka,FY2025-26,PM2.5,23.216,360
Kalyan,Maharashtra,FY2024-25,CO,0.8,358
Kalyan,Maharashtra,FY2024-25,NO2,12.1,358
Kalyan,Maharashtra,FY2024-25,O3,31.1,358
Kalyan,Maharashtra,FY2024-25,PM10,93.0,358
Kalyan,Maharashtra,FY2024-25,PM2.5,29.474,358
Kalyan,Maharashtra,FY2025-26,CO,0.8,341
Kalyan,Maharashtra,FY2025-26,NO2,14.3,341
Kalyan,Maharashtra,FY2025-26,O3,25.3,341
Kalyan,Maharashtra,FY2025-26,PM10,95.4,341
Kalyan,Maharashtra,FY2025-26,PM2.5,35.415,341
Kannur,Kerala,FY2024-25,CO,0.9,189
Kannur,Kerala,FY2024-25,NO2,8.3,189
Kannur,Kerala,FY2024-25,O3,30.6,189
Kannur,Kerala,FY2024-25,PM10,56.0,189
Kannur,Kerala,FY2024-25,PM2.5,30.414,189
Kannur,Kerala,FY2025-26,CO,0.1,286
Kannur,Kerala,FY2025-26,NO2,12.6,286
Kannur,Kerala,FY2025-26,O3,30.2,286
Kannur,Kerala,FY2025-26,PM10,66.3,286
Kannur,Kerala,FY2025-26,PM2.5,35.344,286
Kanpur,Uttar Pradesh,FY2024-25,CO,1.1,364
Kanpur,Uttar Pradesh,FY2024-25,NO2,21.1,364
Kanpur,Uttar Pradesh,FY2024-25,O3,42.5,364
Kanpur,Uttar Pradesh,FY2024-25,PM10,94.5,364
Kanpur,Uttar Pradesh,FY2024-25,PM2.5,45.526,364
Kanpur,Uttar Pradesh,FY2025-26,CO,1.0,364
Kanpur,Uttar Pradesh,FY2025-26,NO2,24.2,364
Kanpur,Uttar Pradesh,FY2025-26,O3,27.1,364
Kanpur,Uttar Pradesh,FY2025-26,PM10,87.8,364
Kanpur,Uttar Pradesh,FY2025-26,PM2.5,45.164,364
Karauli,Rajasthan,FY2024-25,CO,0.8,308
Karauli,Rajasthan,FY2024-25,NO2,17.6,308
Karauli,Rajasthan,FY2024-25,O3,88.0,308
Karauli,Rajasthan,FY2024-25,PM10,97.2,308
Karauli,Rajasthan,FY2024-25,PM2.5,36.862,308
Karauli,Rajasthan,FY2025-26,CO,1.0,348
Karauli,Rajasthan,FY2025-26,NO2,21.4,348
Karauli,Rajasthan,FY2025-26,O3,64.5,348
Karauli,Rajasthan,FY2025-26,PM10,88.4,348
Karauli,Rajasthan,FY2025-26,PM2.5,36.527,348
Karnal,Haryana,FY2024-25,CO,1.2,258
Karnal,Haryana,FY2024-25,NO2,8.0,258
Karnal,Haryana,FY2024-25,O3,38.0,258
Karnal,Haryana,FY2024-25,PM10,93.0,258
Karnal,Haryana,FY2024-25,PM2.5,48.231,258
Karnal,Haryana,FY2025-26,CO,0.8,173
Karnal,Haryana,FY2025-26,NO2,5.9,173
Karnal,Haryana,FY2025-26,O3,34.8,173
Karnal,Haryana,FY2025-26,PM10,140.4,173
Karnal,Haryana,FY2025-26,PM2.5,82.3,173
Kashipur,Uttarakhand,FY2024-25,CO,1.1,331
Kashipur,Uttarakhand,FY2024-25,NO2,17.4,331
Kashipur,Uttarakhand,FY2024-25,O3,37.5,331
Kashipur,Uttarakhand,FY2024-25,PM10,92.7,331
Kashipur,Uttarakhand,FY2024-25,PM2.5,46.13,331
Kashipur,Uttarakhand,FY2025-26,CO,0.8,278
Kashipur,Uttarakhand,FY2025-26,NO2,12.3,278
Kashipur,Uttarakhand,FY2025-26,O3,22.0,278
Kashipur,Uttarakhand,FY2025-26,PM10,78.4,278
Kashipur,Uttarakhand,FY2025-26,PM2.5,47.573,278
Katihar,Bihar,FY2024-25,CO,0.7,289
Katihar,Bihar,FY2024-25,NO2,9.5,289
Katihar,Bihar,FY2024-25,O3,22.7,289
Katihar,Bihar,FY2024-25,PM10,94.9,289
Katihar,Bihar,FY2024-25,PM2.5,45.204,289
Katihar,Bihar,FY2025-26,CO,1.3,287
Katihar,Bihar,FY2025-26,NO2,10.0,287
Katihar,Bihar,FY2025-26,O3,13.1,287
Katihar,Bihar,FY2025-26,PM10,65.5,287
Katihar,Bihar,FY2025-26,PM2.5,40.252,287
Katni,Madhya Pradesh,FY2024-25,CO,1.4,357
Katni,Madhya Pradesh,FY2024-25,NO2,40.6,357
Katni,Madhya Pradesh,FY2024-25,O3,73.7,357
Katni,Madhya Pradesh,FY2024-25,PM10,114.9,357
Katni,Madhya Pradesh,FY2024-25,PM2.5,37.792,357
Katni,Madhya Pradesh,FY2025-26,CO,1.3,362
Katni,Madhya Pradesh,FY2025-26,NO2,26.6,362
Katni,Madhya Pradesh,FY2025-26,O3,74.3,362
Katni,Madhya Pradesh,FY2025-26,PM10,105.8,362
Katni,Madhya Pradesh,FY2025-26,PM2.5,40.597,362
Keonjhar,Odisha,FY2024-25,CO,1.0,302
Keonjhar,Odisha,FY2024-25,NO2,13.2,302
Keonjhar,Odisha,FY2024-25,O3,41.3,302
Keonjhar,Odisha,FY2024-25,PM10,73.7,302
Keonjhar,Odisha,FY2024-25,PM2.5,33.641,302
Keonjhar,Odisha,FY2025-26,CO,1.3,327
Keonjhar,Odisha,FY2025-26,NO2,15.0,327
Keonjhar,Odisha,FY2025-26,O3,24.8,327
Keonjhar,Odisha,FY2025-26,PM10,99.9,327
Keonjhar,Odisha,FY2025-26,PM2.5,31.411,327
Khanna,Punjab,FY2024-25,CO,0.8,358
Khanna,Punjab,FY2024-25,NO2,22.6,358
Khanna,Punjab,FY2024-25,O3,40.5,358
Khanna,Punjab,FY2024-25,PM10,97.8,358
Khanna,Punjab,FY2024-25,PM2.5,48.706,358
Khanna,Punjab,FY2025-26,CO,1.0,353
Khanna,Punjab,FY2025-26,NO2,22.4,353
Khanna,Punjab,FY2025-26,O3,39.4,353
Khanna,Punjab,FY2025-26,PM10,94.1,353
Khanna,Punjab,FY2025-26,PM2.5,48.501,353
Khurja,Uttar Pradesh,FY2024-25,CO,1.0,319
Khurja,Uttar Pradesh,FY2024-25,NO2,4.4,319
Khurja,Uttar Pradesh,FY2024-25,O3,24.5,319
Khurja,Uttar Pradesh,FY2024-25,PM10,146.3,319
Khurja,Uttar Pradesh,FY2024-25,PM2.5,53.097,319
Khurja,Uttar Pradesh,FY2025-26,CO,1.1,334
Khurja,Uttar Pradesh,FY2025-26,NO2,4.0,334
Khurja,Uttar Pradesh,FY2025-26,O3,22.0,334
Khurja,Uttar Pradesh,FY2025-26,PM10,141.6,334
Khurja,Uttar Pradesh,FY2025-26,PM2.5,52.916,334
Kishanganj,Bihar,FY2024-25,CO,0.7,275
Kishanganj,Bihar,FY2024-25,NO2,24.8,275
Kishanganj,Bihar,FY2024-25,O3,33.5,275
Kishanganj,Bihar,FY2024-25,PM10,129.7,275
Kishanganj,Bihar,FY2024-25,PM2.5,34.687,275
Kishanganj,Bihar,FY2025-26,CO,0.4,273
Kishanganj,Bihar,FY2025-26,NO2,7.1,273
Kishanganj,Bihar,FY2025-26,O3,19.9,273
Kishanganj,Bihar,FY2025-26,PM10,90.1,273
Kishanganj,Bihar,FY2025-26,PM2.5,39.701,273
Kohima,Nagaland,FY2024-25,CO,0.2,320
Kohima,Nagaland,FY2024-25,NO2,3.0,320
Kohima,Nagaland,FY2024-25,O3,13.4,320
Kohima,Nagaland,FY2024-25,PM10,70.9,320
Kohima,Nagaland,FY2024-25,PM2.5,38.909,320
Kohima,Nagaland,FY2025-26,CO,0.0,338
Kohima,Nagaland,FY2025-26,NO2,3.0,338
Kohima,Nagaland,FY2025-26,O3,12.1,338
Kohima,Nagaland,FY2025-26,PM10,43.4,338
Kohima,Nagaland,FY2025-26,PM2.5,25.19,338
Kolhapur,Maharashtra,FY2024-25,CO,0.7,362
Kolhapur,Maharashtra,FY2024-25,NO2,17.0,362
Kolhapur,Maharashtra,FY2024-25,O3,54.5,362
Kolhapur,Maharashtra,FY2024-25,PM10,82.7,362
Kolhapur,Maharashtra,FY2024-25,PM2.5,39.058,362
Kolhapur,Maharashtra,FY2025-26,CO,0.4,352
Kolhapur,Maharashtra,FY2025-26,NO2,16.2,352
Kolhapur,Maharashtra,FY2025-26,O3,38.1,352
Kolhapur,Maharashtra,FY2025-26,PM10,62.7,352
Kolhapur,Maharashtra,FY2025-26,PM2.5,30.357,352
Kolkata,West Bengal,FY2024-25,CO,1.0,364
Kolkata,West Bengal,FY2024-25,NO2,30.7,364
Kolkata,West Bengal,FY2024-25,O3,46.8,364
Kolkata,West Bengal,FY2024-25,PM10,88.9,364
Kolkata,West Bengal,FY2024-25,PM2.5,42.101,364
Kolkata,West Bengal,FY2025-26,CO,1.1,365
Kolkata,West Bengal,FY2025-26,NO2,33.0,365
Kolkata,West Bengal,FY2025-26,O3,38.4,365
Kolkata,West Bengal,FY2025-26,PM10,88.9,365
Kolkata,West Bengal,FY2025-26,PM2.5,46.951,365
Kollam,Kerala,FY2024-25,CO,0.0,259
Kollam,Kerala,FY2024-25,NO2,7.0,259
Kollam,Kerala,FY2024-25,O3,34.4,259
Kollam,Kerala,FY2024-25,PM10,66.9,259
Kollam,Kerala,FY2024-25,PM2.5,35.249,259
Kollam,Kerala,FY2025-26,CO,0.0,225
Kollam,Kerala,FY2025-26,NO2,7.0,225
Kollam,Kerala,FY2025-26,O3,33.9,225
Kollam,Kerala,FY2025-26,PM10,70.7,225
Kollam,Kerala,FY2025-26,PM2.5,35.715,225
Koppal,Karnataka,FY2024-25,CO,0.9,278
Koppal,Karnataka,FY2024-25,NO2,25.8,278
Koppal,Karnataka,FY2024-25,O3,36.9,278
Koppal,Karnataka,FY2024-25,PM10,30.1,278
Koppal,Karnataka,FY2024-25,PM2.5,15.978,278
Koppal,Karnataka,FY2025-26,CO,0.9,169
Koppal,Karnataka,FY2025-26,NO2,23.9,169
Koppal,Karnataka,FY2025-26,O3,22.5,169
Koppal,Karnataka,FY2025-26,PM10,36.1,169
Koppal,Karnataka,FY2025-26,PM2.5,11.736,169
Korba,Chhattisgarh,FY2024-25,CO,1.0,349
Korba,Chhattisgarh,FY2024-25,NO2,32.2,349
Korba,Chhattisgarh,FY2024-25,O3,17.8,349
Korba,Chhattisgarh,FY2024-25,PM10,77.3,349
Korba,Chhattisgarh,FY2024-25,PM2.5,27.167,349
Korba,Chhattisgarh,FY2025-26,CO,0.8,356
Korba,Chhattisgarh,FY2025-26,NO2,22.0,356
Korba,Chhattisgarh,FY2025-26,O3,20.2,356
Korba,Chhattisgarh,FY2025-26,PM10,70.2,356
Korba,Chhattisgarh,FY2025-26,PM2.5,32.331,356
Kota,Rajasthan,FY2024-25,CO,1.4,364
Kota,Rajasthan,FY2024-25,NO2,32.2,364
Kota,Rajasthan,FY2024-25,O3,63.8,364
Kota,Rajasthan,FY2024-25,PM10,116.0,364
Kota,Rajasthan,FY2024-25,PM2.5,51.811,364
Kota,Rajasthan,FY2025-26,CO,1.3,365
Kota,Rajasthan,FY2025-26,NO2,24.9,365
Kota,Rajasthan,FY2025-26,O3,64.1,365
Kota,Rajasthan,FY2025-26,PM10,113.9,365
Kota,Rajasthan,FY2025-26,PM2.5,53.123,365
Kunjemura,Chhattisgarh,FY2024-25,CO,1.0,329
Kunjemura,Chhattisgarh,FY2024-25,NO2,25.3,329
Kunjemura,Chhattisgarh,FY2024-25,O3,18.5,329
Kunjemura,Chhattisgarh,FY2024-25,PM10,126.3,329
Kunjemura,Chhattisgarh,FY2024-25,PM2.5,35.281,329
Kunjemura,Chhattisgarh,FY2025-26,CO,0.9,339
Kunjemura,Chhattisgarh,FY2025-26,NO2,16.3,339
Kunjemura,Chhattisgarh,FY2025-26,O3,26.3,339
Kunjemura,Chhattisgarh,FY2025-26,PM10,81.8,339
Kunjemura,Chhattisgarh,FY2025-26,PM2.5,24.145,339
Kurukshetra,Haryana,FY2024-25,CO,0.6,259
Kurukshetra,Haryana,FY2024-25,NO2,15.0,259
Kurukshetra,Haryana,FY2024-25,O3,65.5,259
Kurukshetra,Haryana,FY2024-25,PM10,115.3,259
Kurukshetra,Haryana,FY2024-25,PM2.5,55.708,259
Kurukshetra,Haryana,FY2025-26,CO,1.0,175
Kurukshetra,Haryana,FY2025-26,NO2,12.8,175
Kurukshetra,Haryana,FY2025-26,O3,44.5,175
Kurukshetra,Haryana,FY2025-26,PM10,162.4,175
Kurukshetra,Haryana,FY2025-26,PM2.5,78.913,175
Latur,Maharashtra,FY2024-25,CO,0.9,359
Latur,Maharashtra,FY2024-25,NO2,20.1,359
Latur,Maharashtra,FY2024-25,O3,59.4,359
Latur,Maharashtra,FY2024-25,PM10,77.0,359
Latur,Maharashtra,FY2024-25,PM2.5,39.625,359
Latur,Maharashtra,FY2025-26,CO,0.7,349
Latur,Maharashtra,FY2025-26,NO2,20.3,349
Latur,Maharashtra,FY2025-26,O3,53.6,349
Latur,Maharashtra,FY2025-26,PM10,63.1,349
Latur,Maharashtra,FY2025-26,PM2.5,33.691,349
Lucknow,Uttar Pradesh,FY2024-25,CO,1.0,364
Lucknow,Uttar Pradesh,FY2024-25,NO2,16.0,364
Lucknow,Uttar Pradesh,FY2024-25,O3,45.4,364
